"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts","totalpopulation"
"FLATWOODS KY",-82.71713257,38.52272797,10,1,3,6,7407
"FLATWOODS WV",-80.64941406,38.7231369,6,2,2,2,312
"FLEMINGTON NJ",-74.85857391,40.51246643,3,0,1,2,4676
"FLETCHER NC",-82.501091,35.43087387,1,0,1,0,7394
"FLINT MI",-83.68744659,43.01246643,701,176,186,339,99802
"FLORAL PARK NY",-73.70424652,40.72377777,6,1,2,3,16093
"FLORENCE AL",-87.67726898,34.7997818,135,27,40,68,39855
"FLORENCE AZ",-111.3891525,33.0316925,3,1,1,1,30770
"FLORENCE CO",-105.119751,38.39019012,82,29,18,35,3884
"FLORENCE KY",-84.62657166,38.99923706,25,6,7,12,31428
"FLORENCE OR",-124.1027145,43.98227692,5,2,2,1,8545
"FLORENCE SC",-79.76351166,34.19935226,143,36,37,70,38000
"FLORESVILLE TX",-98.15641022,29.13393784,7,2,3,2,6985
"FLORHAM PARK NJ",-74.38710785,40.7882309,1,0,1,0,11802
"FLORIDA CITY FL",-80.47893524,25.44846153,10,2,3,5,12024
"FLORISSANT MO",-90.32299042,38.78946304,982,357,203,422,52356
"FLOSSMOOR IL",-87.68474579,41.54309845,12,3,3,6,9492
"FLOYD VA",-80.31944275,36.91149902,65,19,24,22,558
"FLUSHING MI",-83.85099792,43.06319427,28,7,5,16,8199
"FOLEY AL",-87.68378448,30.40701675,4,2,1,1,16345
"FOND DU LAC WI",-88.44734955,43.77285004,119,29,34,56,43060
"FONTANA CA",-117.4363785,34.09202576,58,14,20,24,203677
"FORDYCE AR",-92.41331482,33.81410217,1,0,0,1,4174
"FOREST CITY IA",-93.63772583,43.26252365,3,1,1,1,4110
"FOREST CITY NC",-81.86473083,35.33415604,2,0,0,2,7359
"FOREST GROVE OR",-123.1123581,45.51952362,32,6,10,16,22823
"FOREST HILL TX",-97.26972198,32.67246246,3,1,2,0,12709
"FOREST HILLS PA",-79.84965515,40.42011642,2,1,0,1,6491
"FOREST LAKE MN",-92.98565674,45.27859497,2,1,0,1,19170
"FOREST MS",-89.47438812,32.36502075,1,1,0,0,5713
"FOREST PARK GA",-84.36103058,33.62044144,3,0,0,3,18953
"FOREST PARK IL",-87.81355286,41.87948608,8,2,5,1,14194
"FOREST PARK OH",-84.50376892,39.2902565,10,1,4,5,18667
"FORKS WA",-124.3879929,47.94977951,3,1,1,1,3693
"FORNEY TX",-96.47270966,32.74848175,26,5,10,11,16793
"FORREST CITY AR",-90.79021454,35.00848389,7,4,2,1,14999
"FORSYTH GA",-83.93824768,33.03457642,2,0,1,1,3993
"FORSYTH MO",-93.120224,36.68517685,5,1,2,2,2068
"FORT ATKINSON WI",-88.83695984,42.92907715,13,1,3,9,12447
"FORT COLLINS CO",-105.0858688,40.58546066,964,269,266,429,153292
"FORT DODGE IA",-94.18049622,42.50019073,7,3,2,2,24789
"FORT GIBSON OK",-95.25126648,35.79767609,1,1,0,0,4121
"FORT LAUDERDALE FL",-80.14283752,26.12309074,1490,393,402,695,173570
"FORT LEE NJ",-73.96900177,40.85113907,10,1,2,7,36251
"FORT LUPTON CO",-104.8086929,40.07614517,21,7,10,4,7669
"FORT MILL SC",-80.94496155,35.00762558,60,25,13,22,12525
"FORT MITCHELL KY",-84.54763031,39.05939865,7,2,2,3,8247
"FORT MORGAN CO",-103.8019714,40.24989319,1,0,1,0,11377
"FORT MYERS FL",-81.87184143,26.64133644,261,68,83,110,68472
"FORT PAYNE AL",-85.71984863,34.44424438,5,1,2,2,14112
"FORT PIERCE FL",-80.32531738,27.44716644,20,7,7,6,43267
"FORT SCOTT KS",-94.70889282,37.83989716,6,2,2,2,7893
"FORT SMITH AR",-94.39919281,35.3862114,89,28,28,33,87603
"FORT VALLEY GA",-83.88742828,32.5541687,14,0,9,5,9192
"FORT WALTON BEACH FL",-86.61834717,30.40767479,52,16,12,24,20767
"FORT WAYNE IN",-85.13967896,41.07278061,579,154,150,275,257059
"FORT WHITE FL",-82.71363068,29.92387581,1,1,0,0,728
"FORT WORTH TX",-97.32135773,32.72562027,3106,826,826,1454,796614
"FORT YATES ND",-100.6290817,46.09021378,2,0,1,1,212
"FOSTER CITY CA",-122.2733917,37.55817413,11,2,1,8,32377
"FOUKE AR",-93.88582611,33.26132202,2,0,2,0,783
"FOUNTAIN CO",-104.7017517,38.68201065,5,2,0,3,27062
"FOUNTAIN INN SC",-82.20529175,34.69663239,7,1,4,2,8399
"FOUNTAIN VALLEY CA",-117.9555054,33.70910645,3,1,0,2,56696
"FOWLERVILLE MI",-84.07279205,42.66091537,1,1,0,0,2887
"FRANKENMUTH MI",-83.73799896,43.33162689,2,1,0,1,4947
"FRANKFORT IL",-87.8484726,41.49582291,4,1,0,3,18295
"FRANKFORT KY",-84.87322235,38.20124054,126,44,28,54,27535
"FRANKLIN IN",-86.05474854,39.48073578,14,5,2,7,24090
"FRANKLIN KY",-86.57696533,36.72238159,17,7,4,6,8643
"FRANKLIN LA",-91.50192261,29.79652786,16,3,6,7,7435
"FRANKLIN MI",-83.30574799,42.52250671,1,0,1,0,3198
"FRANKLIN NC",-83.38106537,35.17907715,3,1,1,1,3910
"FRANKLIN NH",-71.64609528,43.44426346,1,0,1,0,8460
"FRANKLIN NJ",-74.57991791,41.12214279,2,1,0,1,4944
"FRANKLIN OH",-84.30413055,39.55898666,1,1,0,0,11840
"FRANKLIN TN",-86.87760162,35.92164993,101,26,26,49,68549
"FRANKLINTON LA",-90.15345764,30.84731102,1,0,0,1,3793
"FRANKTON IN",-85.77852631,40.2229538,2,0,1,1,1878
"FRASER CO",-105.8187408,39.94474792,1,0,0,1,1102
"FRASER MI",-82.94940948,42.53918457,3,1,1,1,14582
"FREDERICK MD",-77.40981293,39.41444397,297,86,88,123,67421
"FREDERICKSBURG TX",-98.87243652,30.27570152,7,2,2,3,10826
"FREDERICKSBURG VA",-77.45996094,38.30348969,114,24,37,53,27395
"FREDERICKTOWN MO",-90.29403687,37.5598793,17,8,6,3,4054
"FREDONIA NY",-79.33128357,42.4403038,14,4,7,3,10881
"FREDONIA WI",-87.95108032,43.47070694,1,0,1,0,2115
"FREEBURG IL",-89.91384888,38.42782593,3,1,1,1,4226
"FREEDOM PA",-80.25327301,40.68782806,4,0,2,2,1621
"FREEHOLD NJ",-74.27283478,40.26020432,12,2,2,8,11978
"FREEPORT FL",-86.13587189,30.49859619,7,3,2,2,2346
"FREEPORT IL",-89.62126923,42.29691696,83,19,22,42,24973
"FREEPORT NY",-73.58229065,40.65803146,22,6,7,9,43251
"FREEPORT TX",-95.35985565,28.95484543,13,2,2,9,12118
"FREMONT CA",-121.9740372,37.55101776,379,116,62,201,225221
"FREMONT IN",-84.93248749,41.73084641,1,1,0,0,2255
"FREMONT NE",-96.49893188,41.43340683,4,1,2,1,26483
"FREMONT OH",-83.12195587,41.35057831,19,3,9,7,16484
"FRENCHTOWN NJ",-75.06065369,40.52624512,1,1,0,0,1444
"FRESNO CA",-119.7739868,36.74755478,1144,285,311,548,510451
"FRIARS POINT MS",-90.63935089,34.36989975,1,0,0,1,870
"FRIDAY HARBOR WA",-123.0112152,48.53361893,1,0,1,0,2162
"FRIDLEY MN",-93.2636261,45.08617401,67,19,21,27,27592
"FRIENDSHIP WI",-89.81681061,43.97062302,1,1,0,0,696
"FRIENDSWOOD TX",-95.20127106,29.53010368,21,4,6,11,37602
"FRISCO CO",-106.0990143,39.57444763,17,6,6,5,2855
"FRISCO TX",-96.82434082,33.15098572,254,80,72,102,137797
"FRITCH TX",-101.6041031,35.63983154,2,1,0,1,2982
"FRONT ROYAL VA",-78.19395447,38.91853714,21,9,9,3,14846
"FRONTENAC MO",-90.41536713,38.63556671,1,0,0,1,3523
"FROSTBURG MD",-78.92780304,39.65832138,10,1,2,7,8759
"FRUITA CO",-108.7299423,39.15882111,2,1,1,0,12750
"FRUITLAND PARK FL",-81.90615082,28.8618412,1,0,0,1,4330
"FRUITPORT MI",-86.154953,43.13179398,1,0,1,0,1345
"FULLERTON CA",-117.9268646,33.87014771,224,54,59,111,138976
"FULSHEAR TX",-95.90010071,29.69036102,1,1,0,0,3228
"FULTON MO",-91.94814301,38.84679031,6,0,2,4,12812
"FULTON NY",-76.41664124,43.32299042,1,0,0,1,11713
"FULTS IL",-90.21621704,38.16628647,1,0,1,0,18
"GADSDEN AL",-86.00675201,34.01457596,64,11,19,34,36455
"GAFFNEY SC",-81.64937592,35.07206345,38,16,10,12,12562
"GAHANNA OH",-82.87860107,40.02072525,5,2,3,0,34095
"GAINESVILLE FL",-82.32462311,29.65203285,1054,287,303,464,127559
"GAINESVILLE GA",-83.82389832,34.29787827,150,36,56,58,37115
"GAINESVILLE TX",-97.13391113,33.62611008,3,1,2,0,16119
"GAITHERSBURG MD",-77.20072174,39.14352417,166,41,55,70,64945
"GALAX VA",-80.92372894,36.66142654,1,0,0,1,6876
"GALESBURG IL",-90.37152863,40.9480629,129,39,27,63,31696
"GALETON PA",-77.64122772,41.733181,1,0,0,1,1241
"GALLATIN TN",-86.44691467,36.38848495,30,6,7,17,32518
"GALLUP NM",-108.7434387,35.52494812,3,0,1,2,22467
"GALT CA",-121.3024445,38.25453568,4,1,1,2,24607
"GALVESTON IN",-86.19012451,40.57881165,5,2,0,3,1068
"GALVESTON TX",-94.79576111,29.30070114,113,23,33,57,48971
"GARDEN CITY ID",-116.2400971,43.62173462,7,2,3,2,11313
"GARDEN CITY KS",-100.8735352,37.97177505,6,1,3,2,27007
"GARDEN CITY MI",-83.33091736,42.32582092,4,1,2,1,27161
"GARDEN CITY MO",-94.19150543,38.56124496,11,2,1,8,1534
"GARDEN CITY NY",-73.63320923,40.72684097,7,1,2,4,22575
"GARDEN GROVE CA",-117.943718,33.77397156,140,42,37,61,174721
"GARDEN PLAIN KS",-97.68421173,37.65839767,1,1,0,0,805
"GARDENA CA",-118.3105164,33.88837814,66,17,27,22,59931
"GARDENDALE AL",-86.81273651,33.66012192,1,0,0,1,13763
"GARDINER ME",-69.77404785,44.23034286,12,0,4,8,5697
"GARDNER KS",-94.92789459,38.81066132,60,14,18,28,20466
"GARDNER MA",-71.99727631,42.57534027,6,1,3,2,20306
"GARFIELD NJ",-74.11222839,40.88159561,3,1,1,1,31265
"GARLAND TX",-96.63926697,32.91297531,132,33,43,56,234213
"GARNER NC",-78.61359406,35.71166992,48,10,19,19,27160
"GARRETT IN",-85.13555908,41.3495636,34,5,10,19,6552
"GARY IN",-87.33873749,41.59325409,166,55,45,66,78483
"GAS CITY IN",-85.61326599,40.48720932,3,0,0,3,6046
"GASSAWAY WV",-80.77455902,38.67528152,1,0,1,0,913
"GASTON OR",-123.141571,45.43574142,6,3,2,1,616
"GASTON SC",-81.10059357,33.8172226,8,1,4,3,1466
"GASTONIA NC",-81.18706512,35.26216507,118,35,29,54,73211
"GATES MILLS OH",-81.40299225,41.51760483,3,1,2,0,2179
"GATESVILLE TX",-97.74459839,31.43569565,8,3,4,1,15826
"GATLINBURG TN",-83.50972748,35.71463394,1,0,0,1,4099
"GAUTIER MS",-88.628479,30.38991356,2,1,0,1,18563
"GAYLORD MI",-84.67483521,45.02762222,30,5,16,9,3640
"GENESEO IL",-90.15467072,41.44804764,1,0,0,1,6523
"GENESEO NY",-77.81667328,42.79621887,3,0,1,2,8096
"GENEVA IL",-88.30541992,41.8876915,40,12,11,17,21704
"GENEVA NY",-76.97723389,42.86890793,19,7,5,7,13157
"GENEVA OH",-80.94763184,41.80530167,3,0,2,1,6101
"GENOA CITY WI",-88.32978821,42.49824905,14,6,2,6,3035
"GENOA IL",-88.6933136,42.09733582,3,1,2,0,5233
"GENOA NE",-97.73149109,41.44846344,1,0,0,1,1006
"GEORGETOWN CO",-105.6985626,39.70604706,4,1,0,3,1031
"GEORGETOWN KY",-84.55860138,38.21012115,26,2,10,14,30968
"GEORGETOWN LA",-92.38475037,31.76140976,1,0,0,1,389
"GEORGETOWN OH",-83.90393066,38.86468124,1,0,0,1,4792
"GEORGETOWN SC",-79.28886414,33.37522888,3,1,1,1,9079
"GEORGETOWN TX",-97.67801666,30.6329689,83,19,32,32,56102
"GERMANTOWN OH",-84.36915588,39.62649536,1,0,0,1,5521
"GERMANTOWN TN",-89.80731201,35.08958817,13,2,5,6,39262
"GERMANTOWN WI",-88.1105423,43.22859573,17,2,6,9,19830
"GETTYSBURG PA",-77.23023224,39.83097076,45,11,17,17,7615
"GETTYSBURG SD",-99.95274353,45.01167679,1,0,0,1,1260
"GIBSONBURG OH",-83.32060242,41.38440323,1,0,1,0,2732
"GIDDINGS TX",-96.93708801,30.18294907,3,2,0,1,4957
"GIG HARBOR WA",-122.590683,47.32983398,167,49,61,57,7918
"GILBERT AZ",-111.7899933,33.35302353,198,57,59,82,230781
"GILBERT WV",-81.86518097,37.61510086,3,1,1,1,373
"GILLESPIE IL",-89.81998444,39.12971115,4,4,0,0,3310
"GILROY CA",-121.570343,37.00583267,20,6,1,13,51649
"GIRARD IL",-89.78087616,39.44666672,3,0,1,2,1805
"GIRARD KS",-94.83834076,37.51137161,1,0,0,1,2788
"GIRARD OH",-80.70133209,41.15385056,1,0,1,0,9716
"GIRARD PA",-80.31739044,42.00037003,2,0,0,2,3054
"GLADSTONE MO",-94.55509186,39.20398331,97,32,20,45,26309
"GLADSTONE OR",-122.597435,45.38039398,5,1,2,2,11741
"GLADWIN MI",-84.48670959,43.98090744,1,1,0,0,2904
"GLASGOW KY",-85.91189575,36.99584961,114,23,45,46,14224
"GLASGOW MO",-92.84679413,39.22732925,1,0,1,0,1135
"GLASSBORO NJ",-75.11103058,39.70306778,83,27,16,40,18958
"GLASSPORT PA",-79.89176941,40.32497025,4,1,2,1,4454
"GLEASON TN",-88.61263275,36.21385193,1,0,1,0,1428
"GLEN ALPINE NC",-81.77864838,35.729496,3,2,0,1,1513
"GLEN COVE NY",-73.63267517,40.86247635,1,0,0,1,27245
"GLEN ELLYN IL",-88.06699371,41.87755585,4,2,1,1,27890
"GLEN ROCK NJ",-74.13186646,40.96286011,2,0,0,2,11859
"GLEN ROCK PA",-76.7299118,39.79356384,6,1,0,5,1863
"GLEN ROSE TX",-97.7556839,32.23469162,2,2,0,0,2523
"GLENCOE IL",-87.75849152,42.13492203,2,0,1,1,8881
"GLENCOE MN",-94.15203094,44.76893234,15,3,8,4,5557
"GLENDALE AZ",-112.1871796,33.5386467,122,29,47,46,234844
"GLENDALE CA",-118.2566681,34.1423645,605,156,144,305,196984
"GLENDALE HEIGHTS IL",-88.07187653,41.91030502,3,2,1,0,34497
"GLENDALE OR",-123.4252319,42.73606491,1,0,0,1,801
"GLENDIVE MT",-104.7115021,47.11004257,6,2,3,1,5284
"GLENDORA CA",-117.8665314,34.13615417,29,8,10,11,51137
"GLENNVILLE GA",-81.92810822,31.93696594,4,2,1,1,5150
"GLENOLDEN PA",-75.28848267,39.90028,2,1,0,1,7159
"GLENS FALLS NY",-73.64286041,43.30945969,7,3,2,2,14496
"GLENVIEW IL",-87.78792572,42.06991196,6,1,1,4,45969
"GLENWOOD MN",-95.39015961,45.65030289,1,0,0,1,2536
"GLENWOOD SPRINGS CO",-107.3256455,39.55069733,9,3,3,3,9756
"GLIDDEN IA",-94.72888184,42.06323624,1,0,0,1,1336
"GLOBE AZ",-110.7881393,33.3945961,5,1,2,2,7430
"GLOUCESTER CITY NJ",-75.11563873,39.89209747,30,4,8,18,11386
"GLOUCESTER MA",-70.66117096,42.61589432,11,2,5,4,29399
"GLOVERSVILLE NY",-74.34265137,43.05316925,1,0,0,1,15293
"GODDARD KS",-97.57605743,37.65989304,3,1,1,1,4256
"GODFREY IL",-90.18669891,38.95780182,34,13,10,11,17868
"GOESSEL KS",-97.34946442,38.246315,1,0,1,0,605
"GOLD HILL OR",-123.0242615,42.44165039,1,0,1,0,1194
"GOLDEN CO",-105.2226791,39.75567627,22,9,3,10,19780
"GOLDEN MS",-88.1887207,34.48841095,2,0,0,2,188
"GOLDEN VALLEY MN",-93.33234406,44.98583603,78,33,19,26,20866
"GOLDENDALE WA",-120.8248444,45.82035828,12,2,4,6,3437
"GOLDFIELD IA",-93.92066193,42.73672485,4,1,0,3,658
"GOLDONNA LA",-92.90959167,32.0173645,1,0,0,1,373
"GOLDSBORO NC",-77.99216461,35.38506317,16,3,5,8,35952
"GOLETA CA",-119.8299332,34.43574142,11,7,3,1,30541
"GONZALES CA",-121.4461136,36.50678635,6,2,2,2,8378
"GONZALES LA",-90.92044067,30.23900986,7,1,1,5,10319
"GOODLAND IN",-87.2937088,40.76358795,2,0,2,0,1003
"GOODLAND KS",-101.7115326,39.35073471,7,4,0,3,4834
"GOODRICH TX",-94.9467926,30.60574341,60,20,18,22,260
"GOOSE CREEK SC",-80.03201294,32.98114395,20,4,5,11,39408
"GORDONSVILLE TN",-85.92985535,36.17253113,2,1,0,1,1444
"GORE OK",-95.11740875,35.52949905,1,0,0,1,1024
"GOSHEN IN",-85.8345871,41.58250046,27,7,9,11,32946
"GOWER MO",-94.60014343,39.61081314,4,1,0,3,1588
"GOWRIE IA",-94.29121399,42.28058243,9,3,4,2,1093
"GRAFTON IL",-90.43186188,38.97026443,3,1,1,1,616
"GRAFTON WI",-87.95385742,43.31965637,1,0,0,1,11535
"GRAHAM NC",-79.39993286,36.06936646,9,1,2,6,14468
"GRAMBLING LA",-92.71523285,32.52869415,12,2,3,7,5067
"GRANBURY TX",-97.79492187,32.44239044,12,2,6,4,8750
"GRAND BLANC MI",-83.62955475,42.92750168,41,6,15,20,8088
"GRAND FORKS ND",-97.03855133,47.92044067,178,28,80,70,54944
"GRAND HAVEN MI",-86.22866058,43.06328964,20,2,11,7,10819
"GRAND ISLAND NE",-98.34256744,40.92502213,11,3,5,3,50582
"GRAND JUNCTION CO",-108.5520706,39.06374741,76,18,30,28,59945
"GRAND LAKE CO",-105.8245697,40.25669479,1,1,0,0,329
"GRAND LEDGE MI",-84.74642944,42.7535553,5,0,3,2,7792
"GRAND MARAIS MN",-90.33486176,47.75009918,5,1,3,1,1039
"GRAND PRAIRIE TX",-96.99823761,32.74625015,187,59,47,81,183500
"GRAND RAPIDS MI",-85.66797638,42.96317291,1357,365,421,571,192416
"GRAND RAPIDS MN",-93.53067017,47.23724747,2,1,1,0,10996
"GRAND RAPIDS OH",-83.864151,41.41199875,1,0,0,1,1057
"GRANDVIEW MO",-94.53369904,38.88563538,14,7,4,3,24997
"GRANDVIEW WA",-119.9046249,46.25063705,1,0,0,1,11083
"GRANDVILLE MI",-85.76309204,42.90962982,16,3,4,9,15739
"GRANGER WA",-120.1894989,46.34181976,5,0,2,3,3404
"GRANITE CITY IL",-90.14891815,38.70147705,565,167,144,254,29421
"GRANITE FALLS NC",-81.43023682,35.79683304,5,2,2,1,4683
"GRANITE FALLS WA",-121.9720459,48.08432007,2,1,0,1,3451
"GRANT PARK IL",-87.64607239,41.24023056,2,0,1,1,1270
"GRANTS PASS OR",-123.3306351,42.43851471,39,5,15,19,36378
"GRANVILLE IL",-89.2277298,41.26108932,1,0,0,1,1380
"GRANVILLE OH",-82.51766205,40.06572723,10,5,4,1,5706
"GRAPEVINE TX",-97.07859802,32.93464279,159,42,36,81,49609
"GRASS VALLEY CA",-121.0632553,39.21873856,9,3,2,4,12855
"GRAY COURT SC",-82.11286926,34.60851669,11,3,3,5,711
"GRAY GA",-83.53361511,33.00989532,24,4,10,10,3287
"GRAYLING MI",-84.71489716,44.66165161,2,1,0,1,1834
"GRAYSLAKE IL",-88.04187775,42.34467697,11,1,2,8,21117
"GRAYSON KY",-82.94855499,38.33277512,2,0,2,0,4097
"GREAT BEND KS",-98.76521301,38.36428452,42,7,11,24,15850
"GREAT FALLS MT",-111.2823257,47.50692368,27,6,8,13,59563
"GREAT NECK NY",-73.72780609,40.80078125,8,1,1,6,10095
"GREELEY CO",-104.7104645,40.42345047,102,30,20,52,97074
"GREEN BAY WI",-88.01370239,44.51335907,479,115,147,217,104847
"GREEN FOREST AR",-93.43527985,36.3351593,1,0,1,0,2775
"GREEN RIVER UT",-110.1631851,38.99538422,1,1,0,0,1106
"GREEN RIVER WY",-109.4680557,41.52866745,2,0,0,2,12604
"GREENBELT MD",-76.87561035,39.00544357,252,80,66,106,23827
"GREENBRIER AR",-92.38774872,35.2342453,2,2,0,0,5090
"GREENDALE WI",-87.99612427,42.94078827,3,1,1,1,14294
"GREENEVILLE TN",-82.83133698,36.16376495,60,14,16,30,15031
"GREENFIELD CA",-121.2459717,36.32072067,1,0,0,1,16869
"GREENFIELD IA",-94.46188354,41.30505371,2,1,1,0,2007
"GREENFIELD IN",-85.76914978,39.78491974,18,7,5,6,21179
"GREENFIELD OH",-83.38262939,39.35222244,1,1,0,0,4761
"GREENFIELD WI",-88.01258087,42.96144104,7,2,1,4,37113
"GREENSBORO MD",-75.80445862,38.97415161,2,0,0,2,2020
"GREENSBORO NC",-79.79152679,36.0729599,1560,409,419,732,279427
"GREENSBURG IN",-85.48336792,39.33731842,6,0,2,4,12054
"GREENSBURG PA",-79.53821564,40.30168915,50,9,13,28,14669
"GREENTOWN IN",-85.96633148,40.47829056,1,1,0,0,2710
"GREENVILLE AL",-86.61798096,31.82992363,2,0,1,1,7912
"GREENVILLE IL",-89.41333008,38.89213562,10,2,2,6,6842
"GREENVILLE MI",-85.25269318,43.17775345,2,0,0,2,8443
"GREENVILLE MS",-91.05704498,33.40253448,141,33,43,65,33119
"GREENVILLE NC",-77.37215424,35.61170959,201,57,52,92,88598
"GREENVILLE OH",-84.63294983,40.10294342,15,5,5,5,13081
"GREENVILLE PA",-80.39095306,41.40464401,44,14,13,17,5892
"GREENVILLE SC",-82.39870453,34.84753418,1529,383,469,677,61734
"GREENVILLE TX",-96.11412811,33.13861084,6,1,3,2,26058
"GREENWOOD AR",-94.2559433,35.21604156,3,1,1,1,9283
"GREENWOOD IN",-86.10647583,39.61371994,103,23,31,49,53828
"GREENWOOD LAKE NY",-74.28708649,41.2256546,2,0,1,1,3118
"GREENWOOD MO",-94.34423828,38.85187912,3,2,0,1,5400
"GREENWOOD MS",-90.17974091,33.51645279,6,3,1,2,15734
"GREENWOOD SC",-82.16146088,34.19546509,21,4,6,11,23254
"GREENWOOD VILLAGE CO",-104.9518585,39.61724091,6,1,4,1,14920
"GREENWOOD WI",-90.59983063,44.77019882,2,2,0,0,1093
"GREER SC",-82.22647095,34.9389267,14,2,3,9,27186
"GRENADA MS",-89.80857849,33.76926804,3,1,1,1,12908
"GRESHAM OR",-122.4333954,45.4980278,68,19,20,29,109308
"GRETNA LA",-90.05435181,29.91518021,18,4,8,6,17827
"GRETNA NE",-96.24054718,41.14088058,5,0,2,3,5026
"GRETNA VA",-79.35816193,36.95412445,2,0,1,1,1283
"GRIDLEY CA",-121.6955032,39.36335373,3,0,1,2,6579
"GRIDLEY IL",-88.88149261,40.74357605,1,0,0,1,1356
"GRIFFIN GA",-84.26403046,33.24713135,12,4,3,5,23312
"GRIFFITH IN",-87.42803955,41.52181625,21,5,6,10,16643
"GRIMES IA",-93.79144287,41.68823624,4,2,0,2,9509
"GRINNELL IA",-92.72964478,41.7466507,52,13,16,23,9132
"GROESBECK TX",-96.5342865,31.52480888,2,0,0,2,4326
"GROSSE POINTE FARMS MI",-82.89137268,42.40936279,1,0,0,1,9307
"GROSSE POINTE MI",-82.91183472,42.38628769,1,0,0,1,5295
"GROSSE POINTE PARK MI",-82.93411255,42.37599182,5,2,1,2,11343
"GROSSE POINTE WOODS MI",-82.90637207,42.4438858,14,5,2,7,15859
"GROTON CT",-72.07763672,41.3502121,122,41,31,50,9305
"GROTON NY",-76.36643982,42.58802032,16,2,7,7,2536
"GROVE CITY OH",-83.09304047,39.88161087,16,5,7,4,37751
"GROVE OK",-94.76986694,36.59371567,8,5,1,2,6685
"GROVELAND FL",-81.8509903,28.55855179,1,0,0,1,9931
"GROVEPORT OH",-82.88549805,39.8524971,6,0,4,2,5604
"GROVETOWN GA",-82.19797516,33.45065308,4,2,1,1,12521
"GRUNDY VA",-82.09902191,37.27806091,1,0,1,0,891
"GUADALUPE AZ",-111.9641876,33.37094498,1,0,1,0,6012
"GUADALUPE CA",-120.5658035,34.94911575,2,1,0,1,7218
"GULF BREEZE FL",-87.16386414,30.35763931,12,2,5,5,6092
"GULF SHORES AL",-87.70103455,30.24625969,30,13,10,7,10703
"GULFPORT FL",-82.70953369,27.74733734,100,27,20,53,12167
"GULFPORT MS",-89.09369659,30.37276649,227,53,67,107,70642
"GUNNISON CO",-106.9267273,38.54576874,5,2,0,3,5955
"GUNTERSVILLE AL",-86.29457855,34.3585434,19,4,6,9,8326
"GUNTOWN MS",-88.66011047,34.44345093,5,1,2,2,2412
"GURDON AR",-93.15445709,33.9209137,1,0,0,1,2206
"GURNEE IL",-87.90226746,42.37029648,11,2,6,3,31136
"GUSTINE CA",-121.001297,37.25769043,31,12,11,8,5656
"GUTHRIE OK",-97.42609406,35.87893677,13,5,1,7,10871
"GUTTENBERG IA",-91.09951782,42.7858429,1,1,0,0,1823
"GUYTON GA",-81.3910675,32.3367691,8,5,0,3,1963
"GYPSUM CO",-106.9528198,39.64703369,56,15,14,27,6685
"HACKENSACK NJ",-74.04291534,40.88635254,37,9,15,13,44035
"HACKETTSTOWN NJ",-74.82810974,40.85408401,2,0,0,2,9579
"HACKLEBURG AL",-87.82893372,34.27754211,2,0,2,0,1444
"HADDON HEIGHTS NJ",-75.06397247,39.87737656,4,1,1,2,7497
"HADDONFIELD NJ",-75.03710937,39.89155197,331,79,112,140,11474
"HAGERSTOWN IN",-85.16162872,39.91140747,2,0,2,0,1584
"HAGERSTOWN MD",-77.71956635,39.641819,52,15,12,25,40210
"HAHIRA GA",-83.37252808,30.99163818,1,0,1,0,2843
"HAINES CITY FL",-81.61740875,28.1145668,17,5,5,7,21624
"HAINESVILLE IL",-88.06796265,42.34496307,3,1,0,2,3690
"HALE CENTER TX",-101.8444977,34.0643959,1,0,0,1,2486
"HALF MOON BAY CA",-122.4299774,37.46336365,73,22,12,39,12052
"HALLETTSVILLE TX",-96.94178772,29.44449997,1,0,0,1,2582
"HALLS TN",-89.39619446,35.87596893,1,0,0,1,2547
"HALLSTEAD PA",-75.74239349,41.96153259,101,37,36,28,1114
"HALLSVILLE MO",-92.22124481,39.11693573,5,1,0,4,1593
"HALLSVILLE TX",-94.57429504,32.50448608,7,3,0,4,3888
"HALSTEAD KS",-97.50925446,38.00158691,1,0,0,1,2305
"HALTOM CITY TX",-97.26971436,32.79956055,6,0,1,5,43625
"HAMBURG NY",-78.82896423,42.71609879,6,0,4,2,9521
"HAMBURG PA",-75.98101044,40.55582809,1,1,0,0,4316
"HAMILTON MT",-114.1562729,46.24755859,2,0,2,0,4501
"HAMILTON NY",-75.54386902,42.82725906,4,0,4,0,4064
"HAMILTON OH",-84.56098175,39.39949799,45,10,11,24,62359
"HAMILTON TX",-98.12471008,31.704216,1,0,1,0,2985
"HAMLET NC",-79.69393921,34.8850708,3,2,0,1,6525
"HAMMOND IN",-87.50006104,41.58346558,78,20,21,37,78983
"HAMMOND LA",-90.46140289,30.50458908,76,18,14,44,20272
"HAMMONTON NJ",-74.801651,39.63666153,2,1,0,1,14735
"HAMPSHIRE IL",-88.53064728,42.09803772,2,0,1,1,5851
"HAMPSTEAD MD",-76.84955597,39.60499191,9,5,2,2,6351
"HAMPTON GA",-84.28277588,33.3870697,13,1,6,6,7188
"HAMPTON IA",-93.20288849,42.74206924,1,0,0,1,4371
"HAMPTON VA",-76.34473419,37.03002548,411,120,119,172,137081
"HAMTRAMCK MI",-83.04947662,42.39274597,20,3,7,10,22150
"HANAHAN SC",-80.01743317,32.92184448,4,1,2,1,19707
"HANCOCK MI",-88.58083344,47.12648773,1,0,1,0,4601
